ID,2_Boca_Rio_8_28_20,12_Boca_Rio_4_14_21,6_Boca_Rio_12_30_20,10_Boca_Rio_3_14_21,14_Boca_Rio_5_5_21,8_Boca_Rio_1_27_21,5_Radio_Club_12_30_20,1_Radio_Club_8_28_20,7_Radio_Club_1_27_21,4_Boca_Rio_11_10_20,9_Radio_Club_3_14_21,3_Radio_Club_11_10_20,13_Radio_Club_5_5_21
Chloroflexi bacterium RBG_13_51_36,6,12,8,8,7,17,10,2,4,15,3,4,4
Chloroflexi bacterium RBG_13_51_52,2,21,4,8,7,4,6,0,4,7,2,3,0
Chloroflexi bacterium RBG_13_52_12,0,3,0,5,3,0,2,1,3,6,2,0,0
Chloroflexi bacterium RBG_13_52_14,11,3,4,2,3,5,4,6,4,5,2,0,1
Chloroflexi bacterium RBG_13_53_26,17,14,5,3,4,11,9,2,7,11,4,3,3
Chloroflexi bacterium RBG_13_54_8,7,3,8,4,1,13,8,8,8,15,0,1,2
Chloroflexi bacterium RBG_13_54_9,2,13,2,3,4,1,2,7,0,3,1,2,0
Chloroflexi bacterium RBG_13_56_8,7,11,7,3,7,5,23,3,5,3,3,9,1
Chloroflexi bacterium RBG_13_56_8b,2,0,3,0,1,6,1,0,0,2,0,1,0
Chloroflexi bacterium RBG_13_57_8,0,1,0,4,1,6,3,0,3,4,1,0,0
Chloroflexi bacterium RBG_13_60_13,7,12,3,11,2,6,9,1,7,7,1,3,0
Chloroflexi bacterium RBG_13_60_9,3,8,1,0,2,2,5,11,6,8,1,1,1
Chloroflexi bacterium RBG_13_66_10,4,70,8,3,1,8,14,5,1,15,4,0,1
Chloroflexi bacterium RBG_13_68_17,9,17,43,9,9,26,35,2,2,32,6,8,3
Chloroflexi bacterium RBG_16_47_49,10,4,11,4,12,14,17,11,3,24,2,1,1
Chloroflexi bacterium RBG_16_48_7,14,1,3,0,2,4,9,1,2,3,0,0,0
Chloroflexi bacterium RBG_16_48_8,19,24,30,11,10,15,24,10,2,22,3,5,2
Chloroflexi bacterium RBG_16_50_11,7,3,3,7,0,4,10,0,2,14,2,0,0
Chloroflexi bacterium RBG_16_50_9,6,18,5,5,6,13,15,3,6,12,3,0,6
Chloroflexi bacterium RBG_16_51_16,11,7,24,4,6,8,27,8,0,32,1,1,0
Chloroflexi bacterium RBG_16_51_9,3,3,5,7,6,10,10,2,11,6,5,5,2
Chloroflexi bacterium RBG_16_52_11,18,3,35,15,18,28,25,10,19,44,4,15,4
Chloroflexi bacterium RBG_16_54_11,10,14,11,0,1,10,16,15,3,6,3,3,0
Chloroflexi bacterium RBG_16_54_18,26,18,42,16,7,29,47,7,11,32,4,4,7
Chloroflexi bacterium RBG_16_56_11,5,8,13,8,6,18,14,4,7,10,5,0,2
Chloroflexi bacterium RBG_16_56_8,3,11,8,2,1,2,7,7,7,14,0,0,5
Chloroflexi bacterium RBG_16_57_11,30,29,61,15,10,54,57,11,20,53,4,11,20
Chloroflexi bacterium RBG_16_57_8,5,16,12,3,7,6,9,2,4,12,1,2,2
Chloroflexi bacterium RBG_16_57_9,5,9,9,3,14,5,12,4,1,11,1,0,6
Chloroflexi bacterium RBG_16_58_14,4,4,21,3,2,15,18,2,4,17,1,5,0
Chloroflexi bacterium RBG_16_58_8,5,3,10,2,0,6,7,0,6,4,0,0,0
Chloroflexi bacterium RBG_16_60_22,24,8,15,6,17,20,15,10,7,30,1,2,15
Chloroflexi bacterium RBG_16_63_12,13,15,33,19,13,9,14,10,6,21,4,5,7
Chloroflexi bacterium RBG_16_64_32,12,6,6,4,5,8,8,9,3,9,2,0,4
Chloroflexi bacterium RBG_16_64_43,9,8,11,2,1,11,17,3,6,15,2,1,2
Chloroflexi bacterium RBG_16_68_14,14,32,17,11,5,19,4,5,0,7,2,3,13
Chloroflexi bacterium RBG_16_69_14,9,12,13,8,1,14,3,14,9,16,2,4,2
Chloroflexi bacterium RBG_16_70_13,6,10,13,2,3,6,4,0,10,13,2,1,9
Chloroflexi bacterium RBG_16_72_14,24,24,34,18,9,28,10,27,9,33,5,6,12
Chloroflexi bacterium RBG_19FT_COMBO_47_15,8,4,3,2,3,1,7,1,0,0,2,1,0
Chloroflexi bacterium RBG_19FT_COMBO_47_9,3,20,15,2,3,9,13,6,1,9,0,1,1
Chloroflexi bacterium RBG_19FT_COMBO_48_23,0,0,0,2,0,1,4,0,2,6,1,0,3
Chloroflexi bacterium RBG_19FT_COMBO_49_13,4,1,3,7,2,2,14,0,4,4,1,2,2
Chloroflexi bacterium RBG_19FT_COMBO_50_10,6,4,5,2,0,6,7,3,1,15,3,3,0
Chloroflexi bacterium RBG_19FT_COMBO_55_16,16,18,37,4,6,16,29,9,2,28,5,5,10
Chloroflexi bacterium RBG_19FT_COMBO_56_12,8,20,10,4,2,11,24,6,3,19,0,5,5
Chloroflexi bacterium RBG_19FT_COMBO_62_14,11,18,35,13,5,11,18,9,2,20,5,4,2
Chloroflexi bacterium RIFCSPLOWO2_02_FULL_71_16,0,6,3,1,0,1,3,0,1,1,0,2,3
Chloroflexi bacterium RIFCSPLOWO2_12_FULL_71_12,0,3,1,0,0,3,2,0,3,1,0,0,0
Chloroflexi bacterium RIFOXYC12_FULL_59_14,5,1,3,1,1,0,2,0,1,7,1,0,1
Chloroflexi bacterium RIFOXYD12_FULL_57_15,0,7,8,3,1,3,9,1,1,18,2,1,14
Chloroflexi bacterium TMED230,70,0,35,35,16,17,0,0,0,2,0,0,0
Chloroflexi bacterium TMED70,29,11,67,42,20,29,1,1,0,48,0,0,0
Chloroflexi bacterium UTCFX4,26,47,23,19,7,20,16,10,11,40,6,5,8
Chloroflexi bacterium,4058,5375,6635,3112,2251,4525,3099,3055,1364,6746,957,1190,1824
SAR202 cluster bacterium Ae2-Chloro-G1,2,8,2,2,1,8,0,0,1,0,0,2,0
SAR202 cluster bacterium Ae2-Chloro-G2,11,2,0,0,1,1,1,0,0,6,0,0,0
SAR202 cluster bacterium Ae2-Chloro-G3,1,0,2,0,2,0,1,1,0,5,0,0,0
SAR202 cluster bacterium Casp-Chloro-G1,4,3,8,3,4,10,0,2,1,2,0,1,2
SAR202 cluster bacterium Casp-Chloro-G2,1,16,7,6,5,8,2,4,1,5,0,1,0
SAR202 cluster bacterium Casp-Chloro-G3,6,10,3,6,4,5,0,8,1,12,2,0,4
SAR202 cluster bacterium Casp-Chloro-G4,9,22,9,7,3,13,2,8,1,7,2,0,1
SAR202 cluster bacterium Io17-Chloro-G1,3,4,9,3,3,6,1,1,1,9,0,0,1
SAR202 cluster bacterium Io17-Chloro-G2,1,54,10,5,2,8,1,3,1,3,0,3,3
SAR202 cluster bacterium Io17-Chloro-G3,9,18,14,29,9,10,2,2,0,17,1,5,6
SAR202 cluster bacterium Io17-Chloro-G4,7,58,5,8,8,13,3,0,2,6,4,1,10
SAR202 cluster bacterium Io17-Chloro-G5,1,1,3,1,3,5,1,0,3,3,1,0,0
SAR202 cluster bacterium Io17-Chloro-G6,10,25,7,14,5,5,3,0,1,11,0,1,3
SAR202 cluster bacterium Io17-Chloro-G7,2,23,5,1,8,5,0,3,2,4,0,0,2
SAR202 cluster bacterium Io17-Chloro-G8,1,10,0,4,1,0,0,0,0,3,0,0,0
SAR202 cluster bacterium Io17-Chloro-G9,14,45,15,20,5,11,11,6,5,17,6,2,2
SAR202 cluster bacterium MP-NPac-SRR3961935-G1,0,0,0,1,0,0,0,0,0,0,0,0,0
SAR202 cluster bacterium MP-SAtl-SRR3965592-G1,1,5,1,3,1,0,0,0,0,2,0,0,0
SAR202 cluster bacterium MP-SAtl-SRR3965592-G2,0,2,2,0,0,0,0,0,0,1,0,0,0
SAR202 cluster bacterium MP-SInd-SRR3963457-G2,0,0,0,2,0,0,0,0,0,0,0,1,1
SAR202 cluster bacterium,369,104,275,649,356,160,9,19,15,139,6,3,8
uncultured Chloroflexi bacterium 1i19,0,0,1,0,0,0,0,0,0,0,0,0,0
uncultured Chloroflexi bacterium HF0200_09I09,11,14,6,2,1,4,3,2,1,2,2,2,0
uncultured Chloroflexi bacterium HF0500_03M05,0,0,0,0,1,0,0,0,0,1,0,0,0
uncultured Chloroflexi bacterium HF0770_09E03,2,7,4,10,3,1,1,0,0,0,0,0,0
uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_26684,0,0,0,0,0,1,0,0,0,0,0,0,0
uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_3452,0,0,1,0,0,0,0,0,0,0,0,0,0
uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_38099,5,0,0,0,0,0,0,0,0,2,0,0,0
uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_38663,0,0,3,0,0,0,0,0,0,2,0,0,0
uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_6153,0,0,0,0,0,0,0,0,0,1,0,0,0
uncultured Chloroflexi bacterium Rifle_16ft_4_minimus_640,0,0,0,0,0,0,1,0,0,0,0,0,0
uncultured Chloroflexi bacterium,6,24,14,17,14,19,25,41,4,31,6,1,26
Thermobaculum terrenum,25,32,20,16,15,15,11,47,13,20,8,5,19
uncultured Thermobaculum sp.,1,0,0,0,0,0,0,1,0,1,0,0,0
Chloroflexi bacterium OLB14,10,18,39,8,16,24,17,5,18,73,8,11,12
Tepidiforma bonchosmolovskayae,2,32,9,3,1,8,5,5,7,5,1,1,3
Thermoflexia bacterium,9,14,24,3,4,20,20,15,10,17,5,1,10
Thermoflexales bacterium,43,81,72,38,31,57,62,61,21,105,13,31,52
Candidatus Thermoflexus japonica,19,10,15,3,2,8,12,12,3,10,2,2,13
Thermoflexus hugenholtzii,8,46,22,11,11,15,16,36,7,25,5,9,15
Thermorudis peleae,7,17,16,6,6,10,9,4,1,11,2,7,12
Sphaerobacteraceae bacterium,21,38,22,20,6,25,13,14,2,18,7,4,25
Nitrolancea hollandica,12,42,25,13,19,23,18,25,16,33,5,6,16
Sphaerobacter thermophilus,29,39,24,22,26,26,22,202,13,56,8,9,17
Thermomicrobiales bacterium,30,74,34,28,15,34,67,44,28,83,16,53,122
uncultured Thermomicrobiales bacterium,91,421,190,70,41,210,141,174,80,157,81,72,233
Thermomicrobium roseum,5,26,18,10,2,11,1,5,2,8,3,1,2
Chrysiogenes arsenatis,64,290,28,43,74,31,36,104,73,134,29,53,36
Desulfurispira natronophila,22,47,24,21,21,17,12,2,31,41,15,15,5
Desulfurispirillum indicum,72,111,40,42,29,40,43,7,39,70,34,44,12
Chrysiogenales bacterium,33,33,57,25,27,51,117,70,38,84,34,81,28
Coprothermobacter platensis,11,2,5,11,2,5,10,2,1,8,3,3,2
Coprothermobacter proteolyticus,2,7,11,10,7,3,6,6,7,15,5,5,0
Anthocerotibacter panamensis,40,105,23,23,36,24,16,16,10,50,9,6,55
Gloeobacter kilaueensis,19,42,24,13,13,27,16,21,10,18,4,15,17
Gloeobacter morelensis,16,34,19,11,4,8,5,8,2,8,1,6,23
Gloeobacter violaceus,9,19,14,7,1,9,3,6,3,15,3,2,10
Aphanothece hegewaldii,16,44,19,30,11,18,12,53,23,28,13,16,19
Aphanothece minutissima,4,16,10,3,4,1,1,10,4,10,3,3,18
Aphanothece sacrum,9,17,15,13,10,12,7,96,2,16,4,5,89
Candidatus Atelocyanobacterium thalassa,12,22,109,14,9,84,5,11,2,24,6,2,2
Crocosphaera chwakensis,35,41,20,15,14,22,2,31,19,18,4,8,9
Crocosphaera subtropica,16,24,11,5,11,9,8,30,10,13,10,4,9
Crocosphaera watsonii,34,86,33,25,24,34,15,147,10,34,22,7,20
Euhalothece natronophila,22,17,13,16,13,18,10,20,7,15,5,3,3
Euhalothece sp. KZN 001,11,14,12,6,6,11,4,52,2,8,5,1,11
Gloeothece citriformis,13,62,15,16,9,29,8,124,6,27,9,2,14
Gloeothece verrucosa,46,47,26,20,30,27,13,90,24,37,20,15,9
Halothece sp. PCC 7418,26,18,14,11,18,13,9,12,8,16,3,16,5
Rippkaea orientalis,12,15,9,6,7,13,9,53,8,20,9,7,9
Rubidibacter lacunae,20,61,16,12,27,12,9,17,5,24,8,7,11
Chondrocystis sp. NIES-4102,25,26,26,63,18,112,19,26,52,35,610,107,6
Chroococcus sp. FPU101,22,34,16,23,18,21,3,49,11,22,7,4,12
Chroogloeocystis siderophila,1,9,6,3,2,1,4,15,0,5,1,0,3
Cyanosarcina burmensis,2,3,3,2,2,3,3,9,3,1,1,0,1
Geminocystis herdmanii,23,24,33,38,17,39,28,55,10,49,12,33,28
Geminocystis sp. NIES-3708,24,47,20,30,12,22,20,46,14,23,11,11,3
Geminocystis sp. NIES-3709,68,31,28,17,43,26,16,128,4,51,9,20,24
Gloeocapsa sp. DLM2.Bin57,16,33,19,12,9,15,9,43,12,31,6,11,15
Gloeocapsa sp. PCC 73106,28,27,25,18,31,14,13,71,7,18,3,9,6
Gloeocapsa sp. PCC 7428,2,7,6,6,0,4,4,18,1,7,1,0,2
Gloeocapsopsis crepidinum,1,11,14,1,1,5,1,15,3,12,0,5,1
Gloeocapsopsis dulcis,7,20,9,4,9,13,6,20,6,17,10,6,4
Chlorogloea sp. CCALA 695,4,226,10,13,2,11,7,35,8,22,2,13,22
Cyanobacterium aponinum,32,18,28,21,24,24,28,231,17,74,9,28,25
Cyanobacterium sp. CLg1,0,0,0,0,0,0,0,0,0,2,0,0,0
Cyanobacterium sp. HL-69,26,3,1,5,9,0,1,15,3,11,0,2,0
Cyanobacterium sp. IPPAS B-1200,22,4,10,7,26,4,5,10,5,15,2,3,1
Cyanobacterium stanieri,30,34,28,13,14,14,3,38,13,26,6,10,9
Microcystis aeruginosa,161,208,199,189,93,179,78,397,101,205,64,131,227
Microcystis elabens,18,45,11,11,8,11,8,13,5,24,7,11,31
Microcystis flos-aquae,3,3,5,2,12,3,1,11,6,3,2,6,8
Microcystis novacekii,4,5,7,5,0,5,2,18,1,4,3,1,0
Microcystis panniformis,7,1,4,6,0,2,6,13,24,16,9,2,2
Microcystis sp. 0824,0,2,0,2,1,0,0,3,0,0,0,1,3
Microcystis sp. AICB 689,0,0,0,0,1,0,0,0,0,0,0,0,0
Microcystis sp. LEGE 00066,0,7,0,0,0,5,0,0,0,0,0,0,0
Microcystis sp. LEGE 08355,1,2,2,2,1,5,0,3,1,5,1,1,6
Microcystis sp. MC19,0,0,0,1,0,1,3,0,0,2,0,0,4
Microcystis sp. M_OC_Ca_00000000_S217Cul,0,1,1,0,0,0,0,0,0,0,0,0,0
Microcystis sp. M_QC_C_20170808_M3Col,0,1,5,2,0,0,1,2,0,1,0,0,0
Microcystis sp. Msp_OC_L_20101000_S702,2,4,1,1,0,2,1,0,2,0,3,0,0
Microcystis sp. T1-4,0,0,0,1,0,1,0,1,1,1,0,4,1
Microcystis viridis,2,4,6,4,1,3,1,6,4,2,2,1,4
Microcystis wesenbergii,19,5,12,10,7,5,10,176,12,11,9,6,55
uncultured Microcystis sp.,0,0,0,0,0,1,0,0,0,0,0,0,0
Chroococcales cyanobacterium IPPAS B-1203,4,5,10,5,2,6,0,7,3,9,4,3,0
Chroococcales cyanobacterium metabat2.561,20,0,0,2,11,0,2,23,1,4,0,3,0
Aliterella atlantica,12,36,9,17,13,20,8,15,6,39,16,12,1
Chroococcidiopsis cubana,4,14,4,4,2,6,5,32,4,10,4,4,4
Chroococcidiopsis sp. CCALA 051,4,4,1,2,2,3,4,10,4,12,5,0,21
Chroococcidiopsis sp. CCMEE 29,0,0,0,0,0,0,0,1,0,0,0,0,0
Chroococcidiopsis sp. FACHB-1243,10,3,11,5,5,5,5,12,3,7,4,0,0
Chroococcidiopsis sp. TS-821,5,13,12,4,3,7,6,26,3,13,4,3,6
Chroococcidiopsis thermalis,3,2,3,5,1,1,3,5,0,1,2,1,0
Gloeomargarita lithophora,43,34,20,25,10,25,5,29,9,27,6,4,33
Cyanobacteria bacterium 13_1_20CM_4_61_6,2,6,12,19,3,5,5,11,1,14,2,2,5
Cyanobacteria bacterium 13_1_40CM_2_61_4,23,55,40,27,23,25,16,12,16,40,3,11,8
Cyanobacteria bacterium CYA,29,448,46,12,10,35,14,17,10,28,4,8,19
Cyanobacteria bacterium J003,0,0,1,1,0,0,0,0,1,1,0,0,0
Cyanobacteria bacterium J007,1,2,3,1,0,0,0,32,1,1,0,1,2
Cyanobacteria bacterium J055,14,32,25,11,13,11,106,61,10,25,2,4,0
Cyanobacteria bacterium J069,33,13,16,12,7,8,5,35,14,24,4,11,6
Cyanobacteria bacterium J083,18,36,11,14,10,23,11,13,2,11,7,7,3
Cyanobacteria bacterium J149,8,2,4,1,2,3,5,19,9,11,1,8,4
Cyanobacteria bacterium M5B4,10,26,14,12,12,13,7,43,4,10,4,9,3
Cyanobacteria bacterium QH_1_48_107,0,1,0,0,0,0,1,0,1,0,0,0,0
Cyanobacteria bacterium QH_2_48_84,0,3,0,1,1,1,0,0,1,0,0,0,0
Cyanobacteria bacterium QH_3_48_40,0,0,0,0,0,2,0,0,0,0,0,0,0
Cyanobacteria bacterium QH_7_48_89,0,0,0,0,0,0,0,0,0,1,0,0,0
Cyanobacteria bacterium QH_8_48_120,0,0,0,1,0,0,0,0,0,2,1,0,0
Cyanobacteria bacterium QH_9_48_43,0,6,1,1,3,1,3,0,3,1,0,0,0
Cyanobacteria bacterium QS_1_48_34,0,0,0,0,0,1,0,0,0,0,0,0,0
Cyanobacteria bacterium QS_3_48_167,0,2,0,3,0,0,0,0,0,0,0,0,0
Cyanobacteria bacterium QS_4_48_99,1,1,0,1,2,0,2,4,0,0,0,0,0
Cyanobacteria bacterium QS_6_48_18,0,1,0,0,0,0,0,0,0,0,0,0,0
Cyanobacteria bacterium QS_8_48_54,0,0,1,0,0,0,0,0,0,0,0,0,0
Cyanobacteria bacterium QS_8_64_29,7,10,18,5,4,8,5,11,4,8,2,5,15
Cyanobacteria bacterium QS_9_48_30,1,1,0,0,1,0,0,0,0,2,0,0,1
Cyanobacteria bacterium SW_12_48_29,0,0,1,0,0,0,0,0,0,0,0,0,0
Cyanobacteria bacterium SW_5_48_44,1,0,0,0,0,0,0,0,0,2,0,0,0
Cyanobacteria bacterium SW_6_48_11,0,0,3,0,0,0,0,0,0,0,0,0,0
Cyanobacteria bacterium SW_7_48_12,1,0,0,0,1,0,0,0,0,0,0,1,0
Cyanobacteria bacterium SW_8_48_13,0,0,2,0,0,0,0,0,0,0,0,0,0
Cyanobacteria bacterium SW_9_44_58,18,18,7,12,7,3,4,6,1,13,3,3,1
Cyanobacteria bacterium SW_9_47_5,0,0,1,0,0,0,0,0,0,0,0,0,0
Cyanobacteria bacterium TMED177,16,7,24,20,8,10,2,10,0,5,0,1,7
Cyanobacteria bacterium TMED188,24,12,16,25,0,5,2,0,2,2,0,1,1
Cyanobacteria bacterium TMED229,18,1,18,23,3,52,1,0,2,4,1,0,3
Cyanobacteria bacterium,0,0,3,0,0,0,0,0,0,0,0,0,0
cyanobacterium BACL30 MAG-120619-bin27,1,2,1,3,0,1,0,1,0,0,0,1,0
cyanobacterium G8-9,4,1,6,6,23,26,2,1,6,19,1,1,0
cyanobacterium TDX16,69,185,95,40,33,71,32,97,28,97,10,30,55
cyanobacterium endosymbiont of Epithemia turgida,3,1,3,6,3,3,0,5,3,5,0,1,0
cyanobacterium endosymbiont of Rhopalodia gibba,1,0,0,0,0,0,0,0,0,0,0,0,0
cyanobacterium endosymbiont of Rhopalodia gibberula,0,18,2,7,5,4,0,0,1,2,3,3,5
filamentous cyanobacterium CCP1,3,7,3,3,6,0,0,0,0,5,0,0,0
filamentous cyanobacterium CCP2,22,31,9,5,8,5,7,10,6,11,1,2,2
filamentous cyanobacterium CCP3,12,14,15,7,12,10,9,10,3,24,7,4,5
filamentous cyanobacterium CCP4,1,0,5,0,3,0,0,0,1,4,0,0,0
filamentous cyanobacterium CCP5,22,55,27,17,9,23,13,15,4,14,7,3,14
filamentous cyanobacterium CCT1,0,5,0,0,0,1,3,0,1,0,0,0,0
filamentous cyanobacterium Phorm 46,4,4,4,7,5,1,0,38,0,7,1,2,0
filamentous cyanobacterium Phorm 6,6,2,7,1,3,4,4,37,2,14,0,7,5
uncultured cyanobacterium,0,0,1,0,1,0,0,3,0,0,0,0,0
uncultured marine cyanobacterium,0,0,1,0,0,0,0,0,0,0,0,0,0
Anabaenopsis circularis,0,3,0,1,0,2,3,0,0,0,0,0,0
Anabaenopsis elenkinii,20,7,6,5,11,7,2,32,5,5,3,2,4
Aphanizomenon flos-aquae,1202,480,101,36,798,121,42,1189,360,4176,20,5,23
Aphanizomenon sp. UHCC 0183,1,2,2,1,1,0,3,0,0,0,0,1,0
Chrysosporum ovalisporum,10,9,6,18,5,6,1,21,1,8,0,2,30
Cuspidothrix issatschenkoi,29,30,3,15,14,8,11,21,9,8,5,3,32
Cylindrospermopsis curvispora,2,2,5,9,6,6,0,5,2,2,2,3,5
Cylindrospermopsis raciborskii,48,32,31,60,42,32,11,101,26,48,9,11,60
Cylindrospermopsis sp. CR12,1,2,0,5,0,0,1,1,10,2,0,1,0
Dolichospermum circinale,1,4,14,7,8,7,0,4,16,3,7,2,2
Dolichospermum compactum,2,4,3,1,0,5,3,2,3,1,4,0,0
Dolichospermum flos-aquae,4,2,6,2,2,12,2,2,2,4,1,3,11
Dolichospermum planctonicum,8,7,7,5,4,6,2,21,6,2,1,4,20
Dolichospermum sp. DET69,6,6,16,8,5,6,2,16,1,17,2,4,6
Dolichospermum sp. DL01,6,1,2,5,2,1,1,10,2,5,0,0,3
Dolichospermum sp. FACHB-1091,5,4,6,3,3,1,3,5,1,13,0,0,0
Dolichospermum sp. LBC05a,4,2,1,2,0,2,4,0,1,8,1,1,0
Dolichospermum sp. LEGE 00240,0,0,2,6,1,7,1,10,1,10,0,3,0
Dolichospermum sp. LEGE 00246,1,1,2,0,3,2,1,14,0,9,1,0,10
Dolichospermum sp. UHCC 0259,2,9,8,3,9,4,3,6,1,3,4,0,1
Dolichospermum sp. UHCC 0260,2,0,1,0,4,0,0,3,1,2,0,0,0
Dolichospermum sp. UHCC 0299,0,0,0,0,0,2,1,0,0,1,0,0,0
Dolichospermum sp. UHCC 0315A,3,9,1,0,2,0,0,14,1,11,0,4,0
Dolichospermum sp. UHCC 0352,1,2,0,2,0,1,0,2,1,0,0,0,0
Dolichospermum sp. UHCC 0406,1,0,2,0,0,0,0,0,0,0,0,0,0
Dolichospermum sp. UKL201,1,5,3,2,2,1,0,3,10,2,0,0,0
Nodularia sp. (in: Bacteria),9,8,4,1,5,7,6,26,1,19,2,3,4
Nodularia sp. LEGE 04288,0,1,1,0,0,0,1,0,0,0,1,0,0
Nodularia sp. LEGE 06071,0,2,2,0,1,0,1,0,2,2,0,0,0
Nodularia sp. NIES-3585,2,6,9,2,10,6,6,23,2,10,6,5,0
Nodularia spumigena,17,31,16,11,7,5,7,46,10,10,4,5,8
Raphidiopsis brookii,2,2,5,6,0,3,0,4,2,1,0,0,1
Raphidiopsis curvata,0,2,1,3,2,3,0,4,0,0,1,0,1
Raphidiopsis mediterranea,0,0,0,0,0,1,0,0,0,0,0,0,0
Sphaerospermopsis aphanizomenoides,14,12,6,7,4,13,3,34,3,13,1,5,4
Sphaerospermopsis kisseleviana,2,2,2,3,3,1,0,7,3,0,2,5,1
Sphaerospermopsis reniformis,5,5,1,1,3,2,2,48,3,5,2,6,2
Sphaerospermopsis sp. FACHB-1094,6,4,0,3,0,1,0,2,0,4,3,0,1
Sphaerospermopsis sp. FACHB-1194,1,1,1,3,2,0,2,40,3,0,0,1,0
Sphaerospermopsis sp. LEGE 00249,0,0,2,0,3,2,2,5,0,3,0,1,0
Sphaerospermopsis sp. LEGE 08334,0,6,4,4,2,2,3,5,1,0,1,2,0
Sphaerospermopsis torques-reginae,1,0,0,6,2,3,0,11,0,2,0,0,1
Calothrix anomala,0,0,0,0,0,0,0,0,0,5,0,0,3
Calothrix brevissima,3,13,6,3,8,4,3,13,8,11,4,7,2
Calothrix elsteri,11,35,5,8,11,8,1,39,4,16,4,1,2
Calothrix membranacea,7,12,2,4,4,5,1,10,0,7,1,1,2
Calothrix parasitica,26,42,24,21,13,15,6,48,19,21,14,2,9
Calothrix rhizosoleniae,35,31,14,16,18,20,5,38,4,14,2,5,8
Calothrix sp. 336/3,14,21,21,6,11,16,9,35,4,22,7,12,8
Calothrix sp. FACHB-1219,0,22,2,7,0,4,14,4,19,15,15,44,7
Calothrix sp. FACHB-156,4,6,5,0,6,2,4,10,2,5,4,1,1
Calothrix sp. FACHB-168,0,0,0,0,0,0,0,0,0,0,0,0,1
Calothrix sp. HK-06,7,21,12,8,15,10,8,32,12,15,7,5,8
Calothrix sp. LEGE 06100,0,1,0,0,0,0,0,0,0,0,0,0,0
Calothrix sp. LEGE 06122,0,0,0,0,0,0,0,0,0,1,0,0,0
Calothrix sp. LEGE 07177,0,0,0,0,1,0,0,0,0,0,0,0,0
Calothrix sp. NIES-2098,12,11,17,7,7,11,24,85,18,13,22,4,7
Calothrix sp. NIES-2100,8,21,6,16,14,16,12,32,14,35,4,6,11
Calothrix sp. NIES-3974,5,80,13,10,12,5,11,37,6,9,6,8,9
Calothrix sp. NIES-4101,13,18,11,7,16,13,4,32,9,18,11,5,11
Calothrix sp. PCC 6303,31,23,8,16,15,8,4,43,1,22,11,11,12
Calothrix sp. PCC 7103,18,14,13,11,5,16,10,23,10,27,3,7,21
Calothrix sp. PCC 7507,17,26,15,13,9,8,8,28,6,18,4,0,4
Calothrix sp. PCC 7716,1,9,13,4,2,3,2,20,10,14,6,5,2
Dulcicalothrix desertica,11,20,17,5,6,13,8,44,6,11,5,5,9
Chlorogloeopsis fritschii,18,53,26,20,7,11,8,45,7,14,5,10,24
Aulosira sp. FACHB-113,0,0,0,0,0,0,0,3,0,0,0,0,0
Aulosira sp. FACHB-615,1,2,0,0,2,1,1,14,1,2,1,1,1
Fortiea contorta,10,8,8,4,4,10,4,23,1,7,2,0,7
Fortiea sp. LEGE XX443,10,11,11,2,3,5,2,30,1,8,4,7,2
aff. Roholtiella sp. LEGE 12411,4,11,3,3,6,2,2,15,6,4,6,1,17
Aetokthonos hydrillicola,17,31,31,21,22,24,14,82,9,28,10,8,9
Fischerella major,11,0,0,0,4,0,0,3,0,8,1,2,1
Fischerella muscicola,15,8,18,5,2,14,3,14,4,9,1,3,11
Fischerella sp. FACHB-380,1,0,4,0,3,7,0,0,0,1,0,0,0
Fischerella sp. NIES-3754,1,0,3,0,0,0,0,0,0,1,0,0,0
Fischerella sp. NIES-4106,5,7,8,3,3,5,1,15,2,5,10,1,1
Fischerella sp. PCC 9339,3,1,4,4,5,4,2,9,1,2,0,1,0
Fischerella sp. PCC 9431,1,15,7,3,0,6,1,14,1,2,1,0,1
Fischerella sp. PCC 9605,14,14,12,15,7,16,8,33,9,18,8,5,3
Fischerella thermalis,13,81,33,18,4,28,9,50,3,149,12,5,11
Hapalosiphon sp. MRB220,0,3,5,4,2,3,7,6,0,9,0,3,1
Hapalosiphon welwitschii,0,0,0,0,0,0,0,0,0,0,1,0,0
Mastigocladus laminosus,0,15,4,0,0,5,1,4,0,1,4,1,10
Mastigocoleus testarum,26,70,45,27,21,30,12,41,18,28,12,15,13
Hapalosiphonaceae cyanobacterium JJU2,1,7,4,2,1,4,0,2,1,7,1,0,3
Westiellopsis prolifica,5,1,4,20,5,11,0,23,5,2,2,2,1
Heteroscytonema crispum,0,0,1,0,0,0,0,0,0,1,0,0,4
Nostocales cyanobacterium HT-58-2,12,17,11,9,7,14,8,36,4,16,6,12,6
Nostocales cyanobacterium,39,21,11,11,20,17,6,57,5,15,9,3,3
Amazonocrinis nigriterrae,6,11,6,5,20,5,8,17,3,11,0,1,12
Anabaena azotica,19,32,11,9,8,11,5,40,5,13,1,7,11
Anabaena catenula,5,6,8,3,2,4,4,14,2,3,1,3,9
